job_title,company_name,job_type,location,experience_years,skills
Back End Developer,Confidential -,Remote,Maadi,· 1 - 2,[Back End Developer] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [PHP Programming] [Laravel Framework] [javaScript Frameworks] [Android] [iOS] [Front-End Development] [Web Applications] [API]
Information Security Senior Specialist,Xceed Contact Center -,On-site,Maadi,· 2 - 3,[Information Security Senior Specialist] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Engineering] [Computer Engineering] [Information Security] [Information Technology (IT)] [Security] [SOC] [Penetration Testing]
Sofware Sales Representative,DIRAC SYSTEMS -,Hybrid,Heliopolis,· 1 - 3,[Sofware Sales Representative] [Experienced] [IT/Software Development] [B2B Sales] [Software Sales] [HR Systems] [SaaS] [ERP] [ERP Software] [ERP Solutions] [ERP Sales] [Accounting Software]
Senior HR Specialist,Osolutions -,On-site,Nasr City,· 3 - 7,[Senior HR Specialist] [Experienced] [Human Resources] [IT/Software Development] [Marketing/PR/Advertising] [HR] [Human Resources (HR)] [HR Diploma]
Senior Graphic Designer,Promech Engineering -,On-site,Maadi,· 3 - 6,[Senior Graphic Designer] [Experienced] [Creative/Design/Art] [Marketing/PR/Advertising] [Graphic Design] [Marketing] [Social Media] [Graphic]
IT Help Desk,SAYYAD Holding  -,On-site,Heliopolis,· 1 - 5,[IT Help Desk] [Experienced] [IT/Software Development] [Help desk] [IT] [IT Help Desk] [Information Technology (IT)]
IT Help Desk,EGYGAB Developments -,On-site,New Cairo,· 1 - 3,[IT Help Desk] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Communication skills] [Computer Science] [Help desk] [DNS] [Information Technology (IT)] [IT] [Networking]
Java Developer,DIRAC SYSTEMS -,On-site,Heliopolis,· 1 - 2,[Java Developer] [Entry Level] [IT/Software Development] [Java] [Oracle] [Software] [Software Development] [Testing] [Information Technology (IT)]
PLSQL Oracle Developer,DIRAC SYSTEMS -,On-site,Heliopolis,· 2 - 4,[PLSQL Oracle Developer] [Experienced] [IT/Software Development] [Oracle developer] [SQL] [Jasper] [PostgreSQL] [MySQL] [HTML] [XHTML] [javaScript] [CSS]
IT Help Desk,Misr Elhegaz Group -,On-site,10th of Ramadan City,· 1 - 3,[IT Help Desk] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Communication] [computer] [Computer Science] [Customer Support] [Help desk] [Information Technology (IT)] [IT] [Software]
Full Stack Developer,Confidential -,Remote,Cairo,· 2 - 10,[Full Stack Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [developer] [Full Stack Developer] [Full Stack] [Software Development] [Stack] [Computer Science] [Information Technology (IT)] [JavaScript]
Application Support Engineer,Jade Textile Egypt -,On-site,Bourj Alarab,· 1 - 3,[Application Support Engineer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Application Support] [Computer Science] [Engineering] [Information Technology (IT)] [ITIL] [Software] [computer] [Customer Support]
Mechanical Design Engineer,Vital Konzept -,On-site,Maadi,· 2 - 5,[Mechanical Design Engineer] [Experienced] [Engineering - Construction/Civil/Architecture] [Engineering - Mechanical/Electrical] [Engineering - Other] [Design] [Engineering] [Healthcare] [Mechanical] [Revit] [Mechanical Engineering] [Plumbing]
ERP Consultant,EGIC -,On-site,Manial,· 3 - 5,[ERP Consultant] [Experienced] [IT/Software Development] [Information Technology (IT)] [ERP] [Integration] [IT] [Computer Science] [Design]
Software Engineering Manager,GET Group- Egypt -,Hybrid,Cairo,· 6+,[Software Engineering Manager] [Experienced] [IT/Software Development] [Software Engineering Manager] [Software Engineering] [Information Technology (IT)] [Software Development] [Software] [Computer Science] [coding] [Agile]
IT Specialist,GNT Textile  -,On-site,Port Said,· 3 - 7,[IT Specialist] [Experienced] [IT/Software Development] [Computer Science] [IT Specialist] [Information Technology (IT)] [Technical Support]
Senior Backend Laravel Developer (Experienced),Road9 Media -,Remote,Maadi,· 5 - 7,[Senior Backend Laravel Developer (Experienced)] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Development] [Laravel] [Information Technology (IT)] [RESTful] [PHP] [Computer Science] [Database] [MySQL]
Front End Developer,Confidential -,Remote,Maadi,· 1 - 2,[Front End Developer] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [back-end] [APIs] [JavaScript] [flutter] [Mobile App Development] [Front-End Development] [CSS] [Software Development]
Onsite support IT officer,Enable -,On-site,6th of October,· 1 - 3,[Onsite support IT officer] [Entry Level] [Installation/Maintenance/Repair] [IT/Software Development] [computer] [Computer Science] [Engineering] [Information technology] [Information Technology (IT)] [Infrastructure] [MCSE] [ITIL]
Senior Front End Developer,FirstTech    -,Hybrid,Nasr City,· 5 - 8,[Senior Front End Developer] [Experienced] [IT/Software Development] [React] [Typescript] [tailwind] [Redux] [Computer Science] [Information Technology (IT)]
Junior Backend Software Developer (RESTful APIs & Django),Oola Technologies -,Hybrid,Sheikh Zayed,· 0 - 1,[Junior Backend Software Developer (RESTful APIs & Django)] [Entry Level] [IT/Software Development] [Engineering - Telecom/Technology] [API] [Python] [Software Engineering]
Business Analyst,Confidential -,On-site,Dokki,· 3 - 20,[Business Analyst] [Experienced] [IT/Software Development] [Analyst/Research] [Analyst] [Analysis] [business] [Agile] [Business Analyst]
Quality Software Engineer,Nacita -,Hybrid,Giza,· 0 - 2,[Quality Software Engineer] [Entry Level] [IT/Software Development] [Agile] [Computer Science] [Engineering] [Information Technology (IT)] [Programming] [Software Development] [Software] [Java] [Software Testing]
IT Help Desk,Marmonil Marble & Granite -,On-site,Nasr City,· 1 - 3,[IT Help Desk] [Entry Level] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Help desk] [Information Technology (IT)] [IT Support] [Communication] [Installation] [Microsoft Office]
Tooling Engineer,Italian for trade -,On-site,Maadi,· 2 - 10,[Tooling Engineer] [Experienced] [Sales/Retail] [Engineering - Mechanical/Electrical] [Tools] [Sales] [Hydraulic] [Pneumatic] [Industrial Engineering] [tools engineering] [AutoCAD] [CAD]
Senior Backend Developer,FirstTech    -,Hybrid,Nasr City,· 5 - 8,[Senior Backend Developer] [Experienced] [IT/Software Development] [.Net Framework] [C#] [Computer Science] [Software Development] [Information Technology (IT)]
Tele Marketing Agent,Moderndata-eg.com -,On-site,6th of October,· 1 - 3,[Tele Marketing Agent] [Entry Level] [Business Development] [IT/Software Development] [Online Marketing] [Marketing] [business] [Google Analytics] [sales skills] [Administration] [Business Administration] [Communication]
Android Developer,Syad Tech -,Remote,Cairo,· 2 - 3,[Android Developer] [Experienced] [IT/Software Development] [Android] [Android SDK] [APIs] [Computer Science] [Engineering] [Information Technology (IT)] [Kotlin] [RESTful] [Software]
Test Lead,hadaf solutions -,On-site,Hurghada,· 3 - 6,[Test Lead] [Experienced] [IT/Software Development] [Quality] [Engineering - Telecom/Technology] [Automation] [Computer Science] [Information Technology (IT)] [Mobile Testing] [ISTQB] [quality] [Software Development]
Full Stack Developer (Laravel & Angular),Aldabboos Group     -,On-site,Sheraton,· 4 - 6,[Full Stack Developer (Laravel & Angular)] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Angular] [Full Stack] [Java] [JavaScript] [MongoDB] [Python] [MySQL] [React]
IT Help Desk ( Mokattam Hospital ),Al Ahly Medical Company -,On-site,Mokattam,· 1 - 3,[IT Help Desk ( Mokattam Hospital )] [Entry Level] [IT/Software Development] [Information Technology (IT)] [Help desk] [IT]
Financial Manager,SAH Company  -,On-site,New Nozha,· 8 - 10,[Financial Manager] [Manager] [Accounting/Finance] [Operations/Management] [Finance] [Accounting] [Management]
Product Manager - EPM/AI/ML,Azdan Business Analytics -,Remote,Cairo,· 5 - 7,[Product Manager - EPM/AI/ML] [Manager] [IT/Software Development] [Oracle EPM] [EPM] [Hyperion] [Oracle Hyperion]
Product Manager - NetSuite Real Estate,Azdan Business Analytics -,Remote,Cairo,· 5 - 7,[Product Manager - NetSuite Real Estate] [Manager] [IT/Software Development] [Realestate] [ERP Solutions] [property management] [NetSuite ERP]
IT Technical Support,Confidential -,On-site,6th of October,· 0 - 1,[IT Technical Support] [Entry Level] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Help Desk] [IT] [Technical Support] [Communication skills] [Computer Science] [Information Technology (IT)] [Management]
Technical Project Manager,Aldabboos Group     -,On-site,Sheraton,· 8 - 10,[Technical Project Manager] [Manager] [IT/Software Development] [Project/Program Management] [Engineering - Telecom/Technology] [Information Technology (IT)] [Project Management] [technical project manager] [Software Development] [ERP Software] [Android Software] [Database]
Senior Technical Recruiter,Paymint -,Hybrid,Maadi,· 3 - 5,[Senior Technical Recruiter] [Experienced] [Human Resources] [IT/Software Development] [HR] [Sourcing] [Recruitment] [Information Technology (IT)]
Front End Developer,TBM -,On-site,Heliopolis,· 2 - 5,[Front End Developer] [Experienced] [IT/Software Development] [Information Technology (IT)] [Computer Science] [CSS3] [Programming] [Software Development] [React] [JavaScript] [Design] [API]
Software Development Manager,Khalil Enterprise -,Remote,Cairo,· 2+,[Software Development Manager] [Experienced] [IT/Software Development] [Project Management] [Software Development] [Software Engineering] [Agile] [back-end] [Computer Science] [Development] [front-end] [Information Technology (IT)]
Senior .NET Developer,Capital Numbers Infotech Limited -,Remote,Cairo,· 5 - 8,[Senior .NET Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [.net Developer] [.Net] [Azure] [DevOps] [MVC] [ASP.NET Core] [.NET CORE]
Flutter Developer,waffarha.com -,Hybrid,Downtown,· 3 - 5,[Flutter Developer] [Experienced] [IT/Software Development] [flutter] [Information Technology (IT)] [mobile application] [RESTful APIs] [Riverbed]
Senior Front End Developer,Anspire -,Remote,Cairo,· 5 - 7,[Senior Front End Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Frontend] [React] [RESTful] [APIs] [Angular] [CSS3] [HTML5] [JavaScript]
Software Tester / QA Engineer,OrobaSoft -,Remote,Cairo,· 2 - 5,[Software Tester / QA Engineer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Agile] [xUnit] [ASP.NET Core] [quality] [Software Testing] [QA] [Regression Testing] [Computer Science]
Research And Development structural Engineer,ASI -,On-site,Mohandessin,· 2 - 6,[Research And Development structural Engineer] [Experienced] [R&D/Science] [Engineering - Construction/Civil/Architecture] [Analyst/Research] [Analysis] [Ansys] [Engineering] [R&D] [Research] [Structural Engineering] [nonlinear]
IT Engineer,Confidential -,On-site,6th of October,· 0 - 2,[IT Engineer] [Entry Level] [Installation/Maintenance/Repair] [IT/Software Development] [Engineering - Telecom/Technology] [Computer Science] [Information Technology (IT)] [Software Development] [Engineering] [English] [Computer] [Communication Skills]
Customer Care & Technical Support Manager,Fixed Solutions -,Hybrid,Cairo,· 3 - 5,[Customer Care & Technical Support Manager] [Manager] [Customer Service/Support] [IT/Software Development] [Customer Service] [Customer Care] [Customer Support] [Management] [IT] [Technical Support]
PHP Laravel Full-Stack Developer,Confidential -,On-site,Heliopolis,· 3 - 15,[PHP Laravel Full-Stack Developer] [Experienced] [IT/Software Development] [PHP Laravel] [Stack] [Computer Science] [Software Development] [Full-Stack] [blade] [Front-End Development] [Back-End Development]
Senior .Net Core Developer,Nahdet Misr Publishing Group -,On-site,Mohandessin,· 4 - 6,[Senior .Net Core Developer] [Experienced] [IT/Software Development] [Engineering - Other] [Backend developer] [backend] [Computer Science] [Information Technology (IT)] [developer] [senior] [Software Development] [Software Engineering]
Network Engineer,American Academy -,On-site,6th of October,· 2 - 5,[Network Engineer] [Experienced] [Installation/Maintenance/Repair] [IT/Software Development] [Computer Science] [IP] [network] [Network Engineering] [Networking] [TCP/IP] [TCP] [OSPF]
IT Project Coordinator,Elabd Foods -,On-site,Abu Rawash,· 5 - 7,[IT Project Coordinator] [Experienced] [IT/Software Development] [Project/Program Management] [IT] [Information technology] [Project] [Projects] [Project Management] [Project Coordination]
ERP Supervisor,Elabd Foods -,On-site,Abu Rawash,· 7 - 10,[ERP Supervisor] [Manager] [IT/Software Development] [Information Technology (IT)] [Information Systems] [ERP] [Engineering] [Computer Science] [Applications] [technical] [AX application] [Dynamics 365]
Technical Support Engineer,Confidential -,Hybrid,Maadi,· 3 - 5,[Technical Support Engineer] [Experienced] [IT/Software Development] [Engineering - Mechanical/Electrical] [Engineering] [Technical Support] [technical] [Printers] [collaboration] [Organizational skills] [Management]
Senior NET Developer,GlobeMed Egypt -,On-site,Maadi,· 5+,[Senior NET Developer] [Experienced] [Business Development] [IT/Software Development] [Engineering - Telecom/Technology] [ASP] [.Net] [Programming] [Computer Science] [Engineering] [Information Technology (IT)] [Management]
Junior Backend NodeJS Developer,Blue202 -,On-site,Downtown,· 1+,[Junior Backend NodeJS Developer] [Experienced] [IT/Software Development] [Backend developer] [JavaScript] [NodeJS] [Software Development]
Java Developer,Xfactor Talent -,On-site,Cairo,· 7 - 10,[Java Developer] [Experienced] [IT/Software Development] [Engineering - Telecom/Technology] [Java] [CI/CD] [DevOps] [Kafka] [Software Development] [SOAP] [RESTAPI] [SPRINGBOOT]
Senior Data Modeler (Banking Experience Required),BBI-Consultancy -,Hybrid,Maadi,· 5 - 8,[Senior Data Modeler (Banking Experience Required)] [Experienced] [IT/Software Development] [Analyst/Research] [Engineering - Telecom/Technology] [Computer Science] [Database] [Engineering] [Python] [SQL] [Programming] [Data Warehousing]
